"id","district_nut","fullname","shortname","zip","use"
"1362","SK0326","Kalonda","Kalonda","985 31","1"
"1363","SK0329","Kaloša","Kaloša","982 52","1"
"1364","SK0426","Kalša","Kalša","044 18","1"
"1365","SK0427","Kaluža","Kaluža","072 36","1"
"1366","SK0236","Kamanová","Kamanová","956 12","1"
"1367","SK0328","Kameňany","Kameňany","049 62","1"
"1368","SK0232","Kamenec","Kamenec","934 01","1"
"1369","SK0227","Kamenec pod Vtáčnikom","Kamenec pod Vtáč.","972 44","1"
"1370","SK0418","Kamenica","Kamenica","082 71","1"
"1371","SK0412","Kamenica nad Cirochou","Kamenica n/Cirochou","067 83","1"
"1372","SK0234","Kamenica nad Hronom","Kamenica nad Hronom","943 65","1"
"1373","SK0222","Kameničany","Kameničany","018 54","1"
"1374","SK0231","Kameničná","Kameničná","946 01","1"
"1375","SK0234","Kamenín","Kamenín","943 57","1"
"1376","SK031B","Kamenná Poruba","Kamenná Poruba","013 14","1"
"1377","SK041D","Kamenná Poruba","Kamenná Poruba","093 03","1"
"1378","SK032A","Kamenné Kosihy","Kamenné Kosihy","991 27","1"
"1379","SK0232","Kamenný Chotár","Kamenný Chotár","935 02","1"
"1380","SK0234","Kamenný Most","Kamenný Most","943 58","1"
"1381","SK032A","Kamenný Vrch","Kamenný Vrch","992 01","1"
"1382","SK041A","Kamienka","Kamienka","065 32","1"
"1383","SK0412","Kamienka","Kamienka","067 83","1"
"1384","SK0417","Kanaš","Kanaš","082 21","1"
"1385","SK0227","Kanianka","Kanianka","972 17","1"
"1386","SK0233","Kapince","Kapince","951 24","1"
"1387","SK041C","Kapišová","Kapišová","090 01","1"
"1388","SK0108","Kaplna","Kaplna","900 84","1"
"1389","SK042B","Kapoňa","Kapoňa","076 84","1"
"1390","SK0417","Kapušany","Kapušany","082 12","1"
"1391","SK0427","Kapušianske Kľačany","Kapušianske Kľačany","079 01","1"
"1392","SK0427","Kapušianske Vojkovce","Kapušianske Vojkovce","079 01","1"
"1393","SK0226","Kardošova Vieska","Kardošova Vieska","018 16","1"
"1394","SK042B","Karlov Dvor","Karlov Dvor","076 33","1"
"1395","SK0316","Karlová","Karlová","038 15","1"
"1396","SK0412","Karná","Karná","067 45","1"
"1397","SK0232","Karolína","Karolína","937 01","1"
"1398","SK042B","Kašov","Kašov","076 02","1"
"1399","SK032B","Kašova Lehôtka","Kašova Lehôtka","962 34","1"
"1400","SK0327","Katarínska Huta","Katarínska Huta","985 22","1"
"1401","SK0226","Kátlina","Kátlina","018 02","1"
"1402","SK0217","Kátlovce","Kátlovce","919 55","1"
"1403","SK0216","Kátov","Kátov","908 49","1"
"1404","SK0414","Katúň","Katúň","053 04","1"
"1405","SK0231","Kava","Kava","945 01","1"
"1406","SK042B","Kazimír","Kazimír","076 13","1"
"1407","SK031B","Keblov - Zárieč","Keblov - Zárieč","013 32","1"
"1408","SK0426","Kecerovce","Kecerovce","044 47","1"
"1409","SK0426","Kecerovské Kostoľany","Kecerovské Kostoľany","044 47","1"
"1410","SK0426","Kecerovské Pekľany","Kecerovské Pekľany","044 47","1"
"1411","SK0426","Kecerovský Lipovec","Kecerovský Lipovec","044 47","1"
"1412","SK0231","Kéč","Kéč","946 19","1"
"1413","SK041C","Kečkovce","Kečkovce","090 11","1"
"1414","SK0428","Kečovo","Kečovo","049 55","1"
"1415","SK0426","Kechnec","Kechnec","044 58","1"
"1416","SK0234","Kendereš","Kendereš","94110","1"
"1417","SK0417","Kendice","Kendice","082 01","1"
"1418","SK0329","Kesovce","Kesovce","980 45","1"
"1419","SK0232","Keť","Keť","935 64","1"
"1420","SK0319","Kevice","Kevice","038 45","1"
"1421","SK0413","Kežmarok","Kežmarok","060 01","1"
"1422","SK0416","Kežmarské Žľaby","Kežmarské Žľaby","059 60","1"
"1423","SK032A","Kiarov","Kiarov","991 06","1"
"1424","SK042B","Kinčeš","Kinčeš","076 62","1"
"1425","SK032A","Kírť","Kírť","991 22","1"
"1426","SK0416","Kišovce","Kišovce","059 12","1"
"1427","SK0213","Kľačany","Kľačany","920 64","1"
"1428","SK0236","Kľačany","Kľačany","956 02","1"
"1429","SK032D","Kľačany","Kľačany","966 11","1"
"1430","SK031B","Kľače","Kľače","013 19","1"
"1431","SK0227","Kľačno","Kľačno","972 15","1"
"1432","SK0318","Kľačno","Kľačno","034 01","1"
"1433","SK041D","Kladzany","Kladzany","094 21","1"
"1434","SK032C","Kľak","Kľak","966 77","1"
"1435","SK0233","Klasov","Klasov","951 53","1"
"1436","SK0322","Klastava","Klastava","969 01","1"
"1437","SK0316","Kláštor pod Znievom","Kláštor pod Znievom","038 43","1"
"1438","SK0225","Klátova Nová Ves","Klátova Nová Ves","958 44","1"
"1439","SK0414","Klčov","Klčov","053 02","1"
"1440","SK0217","Klčovany","Klčovany","919 08","1"
"1441","SK032A","Kleňany","Kleňany","991 10","1"
"1442","SK0417","Klenov","Klenov","082 44","1"
"1443","SK0419","Klenová","Klenová","067 72","1"
"1444","SK0329","Klenovec","Klenovec","980 55","1"
"1445","SK0226","Klieština","Klieština","018 02","1"
"1446","SK0312","Klin","Klin","023 22","1"
"1447","SK0317","Klin","Klin","029 41","1"
"1448","SK042B","Klin nad Bodrogom","Klin nad Bodrogom","076 31","1"
"1449","SK0225","Klíž","Klíž","958 45","1"
"1450","SK0231","Klížska Nemá","Klížska Nemá","946 19","1"
"1451","SK0225","Klížske Hradište","Klížske Hradište","958 45","1"
"1452","SK0222","Klobušice","Klobušice","019 01","1"
"1453","SK0324","Klokoč","Klokoč","962 25","1"
"1454","SK0233","Klokočina","Klokočina","949 11","1"
"1455","SK0312","Klokočov","Klokočov","023 22","1"
"1456","SK0427","Klokočov","Klokočov","072 36","1"
"1457","SK0312","Klubina","Klubina","023 04","1"
"1458","SK0235","Kľučiareň","Kľučiareň","925 71","1"
"1459","SK0211","Kľúčiarove Kračany","Kľúčiarove Kračany","930 03","1"
"1460","SK0229","Kľúčové","Kľúčové","914 41","1"
"1461","SK0211","Kľúčovec","Kľúčovec","930 07","1"
"1462","SK0421","Kluknava","Kluknava","053 51","1"
"1463","SK0411","Kľušov","Kľušov","086 22","1"
"1464","SK0411","Kľušovská Zábava","Kľušovská Zábava","086 22","1"
"1465","SK0232","Kmeťovce","Kmeťovce","935 03","1"
"1466","SK0234","Kmeťovo","Kmeťovo","941 62","1"
"1467","SK0313","Kňažia","Kňažia","026 01","1"
"1468","SK0428","Kobeliarovo","Kobeliarovo","049 23","1"
"1469","SK041C","Kobylnice","Kobylnice","087 01","1"
"1470","SK0411","Kobyly","Kobyly","086 22","1"
"1471","SK0428","Koceľovce","Koceľovce","049 35","1"
"1472","SK0329","Kociha","Kociha","980 52","1"
"1473","SK0227","Kocurany","Kocurany","972 02","1"
"1474","SK0214","Kocurice","Kocurice","921 01","1"
"1475","SK0214","Kočín","Kočín","922 04","1"
"1476","SK0224","Kočovce","Kočovce","916 31","1"
"1477","SK0412","Kochanovce","Kochanovce","066 01","1"
"1478","SK0411","Kochanovce","Kochanovce","086 46","1"
"1479","SK0229","Kochanovce","Kochanovce","913 05","1"
"1480","SK0221","Kochnáč","Kochnáč","956 54","1"
"1481","SK0417","Kojatice","Kojatice","082 32","1"
"1482","SK0417","Kojatická Dolina","Kojatická Dolina","082 32","1"
"1483","SK0421","Kojšov","Kojšov","055 52","1"
"1484","SK0327","Kokava nad Rimavicou","Kokava nad Rimavicou","985 05","1"
"1485","SK0417","Kokošovce","Kokošovce","082 52","1"
"1486","SK0426","Kokšov - Bakša","Kokšov - Bakša","044 13","1"
"1487","SK041A","Kolačkov","Kolačkov","065 11","1"
"1488","SK0225","Kolačno","Kolačno","958 41","1"
"1489","SK032A","Koláre","Koláre","991 09","1"
"1490","SK0311","Kolárovice","Kolárovice","013 54","1"
"1491","SK0231","Kolárovo","Kolárovo","946 03","1"
"1492","SK0419","Kolbasov","Kolbasov","067 66","1"
"1493","SK041B","Kolbovce","Kolbovce","090 31","1"
"1494","SK0429","Kolibabovce","Kolibabovce","072 61","1"
"1495","SK0233","Kolíňany","Kolíňany","951 78","1"
"1496","SK042A","Kolinovce","Kolinovce","053 42","1"
"1497","SK042B","Kolónia","Kolónia","076 42","1"
"1498","SK0211","Kolónia","Kolónia","929 01","1"
"1499","SK0211","Kolónia","Kolónia","930 35","1"
"1500","SK0234","Kolónia","Kolónia","943 56","1"
"1501","SK0419","Kolonica","Kolonica","067 61","1"
"1502","SK0234","Kolta","Kolta","941 33","1"
"1503","SK0427","Komanica","Komanica","072 15","1"
"1504","SK041D","Komárany","Komárany","093 01","1"
"1505","SK0231","Komárno","Komárno",,"1"
"1506","SK0324","Komárno","Komárno","962 05","1"
"1507","SK0411","Komárov","Komárov","086 11","1"
"1508","SK0426","Komárovce","Komárovce","044 55","1"
"1509","SK0429","Komárovce","Komárovce","073 01","1"
"1510","SK0234","Komjatice","Komjatice","941 06","1"
"1511","SK0318","Komjatná","Komjatná","034 96","1"
"1512","SK0234","Komoča","Komoča","941 21","1"
"1513","SK0323","Komov","Komov","976 52","1"
"1514","SK0313","Končitá","Končitá","027 05","1"
"1515","SK0236","Koniarovce","Koniarovce","956 13","1"
"1516","SK0231","Konkoľ","Konkoľ","947 01","1"
"1517","SK0329","Konrádovce","Konrádovce","980 32","1"
"1518","SK031B","Konská","Konská","013 13","1"
"1519","SK0315","Konská","Konská","032 04","1"
"1520","SK0316","Konské","Konské","038 52","1"
"1521","SK0429","Koňuš","Koňuš","072 63","1"
"1522","SK0312","Kopanice","Kopanice","023 56","1"
"1523","SK032C","Kopanice","Kopanice","966 61","1"
"1524","SK0216","Kopčany","Kopčany","908 48","1"
"1525","SK0222","Kopec","Kopec","018 31","1"
"1526","SK032D","Kopernica","Kopernica","967 01","1"
"1527","SK0213","Koplotovce","Koplotovce","920 01","1"
"1528","SK0328","Kopráš","Kopráš","049 16","1"
"1529","SK0411","Koprivnica","Koprivnica","086 43","1"
"1530","SK0321","Kordíky","Kordíky","976 34","1"
"1531","SK041C","Korejovce","Korejovce","090 05","1"
"1532","SK0312","Korňa","Korňa","023 21","1"
"1533","SK0312","Kornica","Kornica","023 22","1"
"1534","SK0429","Koromľa","Koromľa","072 62","1"
"1535","SK041B","Korunková","Korunková","090 31","1"
"1536","SK0324","Korytárky","Korytárky","962 04","1"
"1537","SK0311","Korytné","Korytné","013 54","1"
"1538","SK0414","Korytné","Korytné","053 05","1"
"1539","SK0318","Korytnica - kúpele","Korytnica - kúpele","034 73","1"
"1540","SK032A","Kosihovce","Kosihovce","991 25","1"
"1541","SK032A","Kosihy nad Ipľom","Kosihy nad Ipľom","991 11","1"
"1542","SK032D","Kosorín","Kosorín","966 24","1"
"1543","SK0321","Kostiviarska","Kostiviarska","974 01","1"
"1544","SK032C","Kostivrch","Kostivrch","968 01","1"
"1545","SK0426","Kostoľany nad Hornádom","Kostoľany n/Hornádom","044 31","1"
"1546","SK0237","Kostoľany pod Tribečom","Kostoľany p/Tribečom","951 77","1"
"1547","SK0226","Kostolec","Kostolec","017 05","1"
"1548","SK0106","Kostolište","Kostolište","900 62","1"
"1549","SK0324","Kostolná","Kostolná","962 12","1"
"1550","SK0229","Kostolná - Záriečie","Kostolná - Záriečie","913 04","1"
"1551","SK0211","Kostolná Gala","Kostolná Gala","930 34","1"
"1552","SK0108","Kostolná pri Dunaji","Kostolná pri Dunaji","903 01","1"
"1553","SK0227","Kostolná Ves","Kostolná Ves","972 26","1"
"1554","SK0223","Kostolné","Kostolné","916 13","1"
"1555","SK0211","Kostolné Kračany","Kostolné Kračany","930 03","1"
"1556","SK0229","Kostolné Mitice","Kostolné Mitice","913 22","1"
"1557","SK0325","Kostolné Moravce","Kostolné Moravce","962 71","1"
"1558","SK0234","Kostolný Sek","Kostolný Sek","942 01","1"
"1559","SK0227","Koš","Koš","972 41","1"
"1560","SK0223","Košariská","Košariská","906 15","1"
"1561","SK0412","Košarovce","Košarovce","094 06","1"
"1562","SK0222","Košeca","Košeca","018 64","1"
"1563","SK0222","Košecké Podhradie","Košecké Podhradie","018 31","1"
"1564","SK0222","Košecké Rovné","Košecké Rovné","018 32","1"
"1565","SK0422","Košice","Košice",,"1"
"1566","SK0425","Košice - Barca","Barca","040 17","1"
"1567","SK0424","Košice - Dargovských Hrdinov","Dargovských Hrdinov",,"1"
"1568","SK0422","Košice - Džungľa","Džungľa",,"1"
"1569","SK0425","Košice - Juh","Juh",,"1"
"1570","SK0422","Košice - Kavečany","Kavečany","040 01","1"
"1571","SK0424","Košice - Košická Nová Ves","Košická Nová Ves","040 14","1"
"1572","SK0425","Košice - Krásna","Krásna","040 18","1"
"1573","SK0423","Košice - Lorinčík","Lorinčík","040 11","1"
"1574","SK0423","Košice - Luník IX","Luník IX",,"1"
"1575","SK0423","Košice - Myslava","Myslava","040 16","1"
"1576","SK0425","Košice - Nad Jazerom","Nad Jazerom",,"1"
"1577","SK0423","Košice - Pereš","Pereš","040 11","1"
"1578","SK0423","Košice - Poľov","Poľov","040 15","1"
"1579","SK0422","Košice - Sever","Sever",,"1"
"1580","SK0423","Košice - Sídlisko KVP","Sídlisko KVP",,"1"
"1581","SK0422","Košice - Sídlisko Ťahanovce","Sídlisko Ťahanovce",,"1"
"1582","SK0422","Košice - Staré Mesto","Staré Mesto","040 01","1"
"1583","SK0423","Košice - Šaca","Šaca","040 15","1"
"1584","SK0425","Košice - Šebastovce","Šebastovce","040 17","1"
"1585","SK0422","Košice - Ťahanovce","Ťahanovce","040 13","1"
"1586","SK0425","Košice - Vyšné Opátske","Vyšné Opátske","040 01","1"
"1587","SK0423","Košice - Západ","Západ","040 11","1"
"1588","SK0423","Košice - Železiarne","Železiarne","044 54","1"
"1589","SK0426","Košická Belá","Košická Belá","044 65","1"
"1590","SK0426","Košická Polianka","Košická Polianka","044 41","1"
"1591","SK0426","Košické Oľšany","Košické Oľšany","044 42","1"
"1592","SK0426","Košický Klečenov","Košický Klečenov","044 45","1"
"1593","SK0412","Koškovce","Koškovce","067 12","1"
"1594","SK0217","Košolná","Košolná","919 01","1"
"1595","SK0426","Košťany","Košťany","044 13","1"
"1596","SK0316","Košťany nad Turcom","Košťany nad Turcom","038 41","1"
"1597","SK0316","Košúty","Košúty","036 01","1"
"1598","SK0212","Košúty","Košúty","925 09","1"
"1599","SK0231","Kotelnica","Kotelnica","946 54","1"
"1600","SK0311","Kotešová","Kotešová","013 61","1"
"1601","SK0326","Kotmanová","Kotmanová","985 53","1"
"1602","SK031B","Kotrčiná Lúčka","Kotrčiná Lúčka","013 02","1"
"1603","SK0234","Kováčov","Kováčov","943 65","1"
"1604","SK0428","Kováčová","Kováčová","049 42","1"
"1605","SK032B","Kováčová","Kováčová","962 37","1"
"1606","SK032A","Kováčovce","Kováčovce","991 06","1"
"1607","SK0215","Koválov","Koválov","906 03","1"
"1608","SK0216","Koválovec","Koválovec","908 63","1"
"1609","SK0236","Kovarce","Kovarce","956 15","1"
"1610","SK0232","Kozárovce","Kozárovce","935 22","1"
"1611","SK041A","Kozelec","Kozelec","065 45","1"
"1612","SK0322","Kozelník","Kozelník","966 15","1"
"1613","SK0325","Kozí Vrbovok","Kozí Vrbovok","962 41","1"
"1614","SK0313","Kozinská","Kozinská","027 05","1"
"1615","SK0411","Kožany","Kožany","086 12","1"
"1616","SK042B","Kožuchov","Kožuchov","076 01","1"
"1617","SK041B","Kožuchovce","Kožuchovce","090 22","1"
"1618","SK041C","Kračúnovce","Kračúnovce","087 01","1"
"1619","SK032D","Krahule","Krahule","967 01","1"
"1620","SK041C","Krajná Bystrá","Krajná Bystrá","090 05","1"
"1621","SK041C","Krajná Poľana","Krajná Poľana","090 05","1"
"1622","SK041C","Krajná Porúbka","Krajná Porúbka","090 05","1"
"1623","SK0223","Krajné","Krajné","916 16","1"
"1624","SK041C","Krajné Čierno","Krajné Čierno","090 03","1"
"1625","SK0214","Krakovany","Krakovany","922 02","1"
"1626","SK0329","Kráľ","Kráľ","980 45","1"
"1627","SK0328","Králik","Králik","982 01","1"
"1628","SK0321","Králiky","Králiky","976 34","1"
"1629","SK0231","Kráľka","Kráľka","946 03","1"
"1630","SK0212","Kráľov Brod","Kráľov Brod","925 41","1"
"1631","SK032B","Kráľová","Kráľová","960 01","1"
"1632","SK0321","Kráľová","Kráľová","974 05","1"
"1633","SK0315","Kráľova Lehota","Kráľova Lehota","032 33","1"
"1634","SK0235","Kráľová nad Váhom","Kráľová nad Váhom","925 91","1"
"1635","SK0108","Kráľová pri Senci","Kráľová pri Senci","900 50","1"
"1636","SK0313","Kraľovany","Kraľovany","027 51","1"
"1637","SK0426","Kráľovce","Kráľovce","044 44","1"
"1638","SK0325","Kráľovce","Kráľovce","962 65","1"
"1639","SK0325","Kráľovce - Krnišov","Kráľovce - Krnišov","962 65","1"
"1640","SK0211","Kráľovianky","Kráľovianky","931 01","1"
"1641","SK0232","Kráľovičová","Kráľovičová","935 84","1"
"1642","SK0211","Kráľovičove Kračany","Kráľovičove Kračany","930 03","1"
"1643","SK042B","Kráľovský Chlmec","Kráľovský Chlmec","077 01","1"
"1644","SK0323","Krám","Krám","976 52","1"
"1645","SK0329","Kraskovo","Kraskovo","980 26","1"
"1646","SK0329","Krásna","Krásna","980 51","1"
"1647","SK0326","Krásna","Krásna","985 41","1"
"1648","SK031A","Krásna Hôrka","Krásna Hôrka","027 44","1"
"1649","SK0418","Krásna Lúka","Krásna Lúka","082 73","1"
"1650","SK0221","Krásna Ves","Krásna Ves","956 53","1"
"1651","SK031B","Krasňany","Krasňany","013 03","1"
"1652","SK0225","Krásno","Krásno","958 43","1"
"1653","SK0312","Krásno nad Kysucou","Krásno nad Kysucou","023 02","1"
"1654","SK0428","Krásnohorská Dlhá Lúka","Krásnohor. Dlhá Lúka","049 45","1"
"1655","SK0428","Krásnohorské Podhradie","Krásnohor. Podhradie","049 41","1"
"1656","SK0427","Krásnovce","Krásnovce","072 01","1"
"1657","SK0415","Krásny Brod","Krásny Brod","068 01","1"
"1658","SK0229","Krásny Dub","Krásny Dub","913 33","1"
"1659","SK0231","Krátke Kesy","Krátke Kesy","946 32","1"
"1660","SK0416","Kravany","Kravany","059 18","1"
"1661","SK042B","Kravany","Kravany","076 61","1"
"1662","SK0231","Kravany nad Dunajom","Kravany nad Dunajom","946 36","1"
"1663","SK031B","Kravárska","Kravárska","013 32","1"
"1664","SK0429","Krčava","Krčava","072 51","1"
"1665","SK041A","Kremná","Kremná","065 22","1"
"1666","SK032D","Kremnica","Kremnica","967 01","1"
"1667","SK032D","Kremnické Bane","Kremnické Bane","967 01","1"
"1668","SK0321","Kremnička","Kremnička","974 05","1"
"1669","SK0429","Kristy","Kristy","072 55","1"
"1670","SK041B","Krišľovce","Krišľovce","090 31","1"
"1671","SK0427","Krišovská Liesková","Krišovská Liesková","079 01","1"
"1672","SK0313","Krivá","Krivá","027 55","1"
"1673","SK0415","Krivá Oľka","Krivá Oľka","067 04","1"
"1674","SK0324","Kriváň","Kriváň","962 04","1"
"1675","SK0418","Krivany","Krivany","082 71","1"
"1676","SK0411","Krivé","Krivé","086 04","1"
"1677","SK0324","Krivec I","Krivec I","962 05","1"
"1678","SK0324","Krivec II","Krivec II","962 05","1"
"1679","SK0222","Krivoklát","Krivoklát","018 52","1"
"1680","SK0229","Krivosúd - Bodovka","Krivosúd - Bodovka","913 11","1"
"1681","SK0427","Krivošťany","Krivošťany","072 22","1"
"1682","SK0224","Kríž nad Váhom","Kríž nad Váhom","916 26","1"
"1683","SK0427","Krížany","Krížany","079 01","1"
"1684","SK0411","Kríže","Kríže","086 04","1"
"1685","SK0232","Krížny Vrch","Krížny Vrch","934 01","1"
"1686","SK0413","Krížová Ves","Krížová Ves","059 01","1"
"1687","SK0417","Krížovany","Krížovany","082 33","1"
"1688","SK0217","Križovany nad Dudváhom","Križovany n/Dudváhom","919 24","1"
"1689","SK0231","Krížový Dvor","Krížový Dvor","946 19","1"
"1690","SK0312","Krkošky","Krkošky","022 04","1"
"1691","SK0315","Krmeš","Krmeš","032 13","1"
"1692","SK0327","Krná","Krná","985 25","1"
"1693","SK0236","Krnča","Krnča","956 19","1"
"1694","SK0324","Krné","Krné","962 12","1"
"1695","SK0325","Krnišov","Krnišov","962 65","1"
"1696","SK0329","Krokava","Krokava","982 67","1"
"1697","SK042A","Krompachy","Krompachy","053 42","1"
"1698","SK0316","Krpeľany","Krpeľany","038 54","1"
"1699","SK0232","Krškany","Krškany","934 01","1"
"1700","SK0236","Krtovce","Krtovce","956 03","1"
"1701","SK041B","Kručov","Kručov","090 32","1"
"1702","SK0325","Krupina","Krupina","963 01","1"
"1703","SK0317","Krušetnica","Krušetnica","029 54","1"
"1704","SK041B","Krušinec","Krušinec","091 01","1"
"1705","SK0236","Krušovce","Krušovce","956 31","1"
